Date,Close
2/11/2019 16:00:00,2709.8
2/12/2019 16:00:00,2744.73
2/13/2019 16:00:00,2753.03
2/14/2019 16:00:00,2745.73
2/15/2019 16:00:00,2775.6
2/19/2019 16:00:00,2779.76
2/20/2019 16:00:00,2784.7
2/21/2019 16:00:00,2774.88
2/22/2019 16:00:00,2792.67
2/25/2019 16:00:00,2796.11
2/26/2019 16:00:00,2793.9
2/27/2019 16:00:00,2792.38
2/28/2019 16:00:00,2784.49
3/1/2019 16:00:00,2803.69
3/4/2019 16:00:00,2792.81
3/5/2019 16:00:00,2789.65
3/6/2019 16:00:00,2771.45
3/7/2019 16:00:00,2748.93
3/8/2019 16:00:00,2743.07
3/11/2019 16:00:00,2783.3
3/12/2019 16:00:00,2791.52
3/13/2019 16:00:00,2810.92
3/14/2019 16:00:00,2808.48
3/15/2019 16:00:00,2822.48
3/18/2019 16:00:00,2832.94
3/19/2019 16:00:00,2832.57
3/20/2019 16:00:00,2824.23
3/21/2019 16:00:00,2854.88
3/22/2019 16:00:00,2800.71
3/25/2019 16:00:00,2798.36
3/26/2019 16:00:00,2818.46
3/27/2019 16:00:00,2805.37
3/28/2019 16:00:00,2815.44
3/29/2019 16:00:00,2834.4
4/1/2019 16:00:00,2867.19
4/2/2019 16:00:00,2867.24
4/3/2019 16:00:00,2873.4
4/4/2019 16:00:00,2879.39
4/5/2019 16:00:00,2892.74
4/8/2019 16:00:00,2895.77
4/9/2019 16:00:00,2878.2
4/10/2019 16:00:00,2888.21
4/11/2019 16:00:00,2888.32
4/12/2019 16:00:00,2907.41
4/15/2019 16:00:00,2905.58
4/16/2019 16:00:00,2907.06
4/17/2019 16:00:00,2900.45
4/18/2019 16:00:00,2905.03
4/22/2019 16:00:00,2907.97
4/23/2019 16:00:00,2933.68
4/24/2019 16:00:00,2927.25
4/25/2019 16:00:00,2926.17
4/26/2019 16:00:00,2939.88
4/29/2019 16:00:00,2943.03
4/30/2019 16:00:00,2945.83
5/1/2019 16:00:00,2923.73
5/2/2019 16:00:00,2917.52
5/3/2019 16:00:00,2945.64
5/6/2019 16:00:00,2932.47
5/7/2019 16:00:00,2884.05
5/8/2019 16:00:00,2879.42
